index,video_id,class,kinetics_start,kinetics_end,repetition_start,repetition_end,count
1991,-P7Z6zbTZ_c,mountain climber (exercise),0,10,0.0,7.707708,20
1992,--65_UAU7ao,mountain climber (exercise),0,10,0.216884,6.306306,5
2461,AHwJMCXiM60,pull ups,27,37,27.0,36.943277,4
2462,Akwdggv-91g,pull ups,38,48,38.0,47.926593,4
2463,BYHQ4KptOM4,pull ups,15,25,15.0,21.0,2
2464,Bg2uQMSKXew,pull ups,19,29,19.0,27.9,2
2465,BrtUG9jAsJI,pull ups,2,12,2.766667,11.966667,3
2466,ENr1x2kcNcU,pull ups,160,170,160.0,169.943277,3
2467,E6G-o7adOsg,pull ups,7,17,7.0,16.976643,5
2468,Fy2fOJBuLuc,pull ups,9,19,9.0,18.968302,5
2469,GZz-Ra1nElE,pull ups,4,14,4.0,13.7,4
2470,GjVPcCoTz5U,pull ups,9,19,9.0,18.976643,15
2471,HSrGAlk5ouQ,pull ups,6,16,14.0,16.0,2
2472,HesycfeXGkY,pull ups,2,12,2.0,11.976643,3
2473,HmB1_QAHP0w,pull ups,2,12,2.0,7.233333,2
2474,Iw3X6M-uzbg,pull ups,1,11,4.32,11.0,4
2475,JjfhAAxftEQ,pull ups,0,10,0.0,9.976643,4
2476,KUnNPTXpYE4,pull ups,10,20,15.9,20.0,2
2477,LPQSm5megAo,pull ups,0,10,1.201201,7.107107,3
2478,LUlt4tPj5SQ,pull ups,4,14,4.0,8.337671,3
2479,LxkdL0tGGxE,pull ups,0,10,0.0,4.270938,3
2480,L2_sNxxvmuw,pull ups,0,10,0.0,9.976643,10
2481,MxDffDOCT-Q,pull ups,22,32,22.04,32.0,3
2482,M1YMl8AU94I,pull ups,2,12,2.0,4.950055,2
2483,M1YMl8AU94I,pull ups,2,12,5.70472,11.879254,2
2484,NFcwjLi-rJI,pull ups,12,22,12.0,22.0,3
2485,NvqLMRadijE,pull ups,28,38,29.64,33.0,3
2486,NvqLMRadijE,pull ups,28,38,34.64,36.0,2
2487,N4HNxuOIVEs,pull ups,29,39,29.0,38.976643,7
2488,OhQcWwqQDR4,pull ups,42,52,42.1001,51.976643,3
2489,O4MXIrHhqZo,pull ups,5,15,7.9,14.966667,2
2490,O8YcnJT4ofs,pull ups,0,10,0.5,7.466667,2
2491,O-q0UK1CV-M,pull ups,1,11,1.0,6.36,3
2492,O-q0UK1CV-M,pull ups,1,11,8.2,11.0,2
2493,PFISl6mVwtk,pull ups,45,55,45.0,50.1,2
2494,PTT6LnLSAnY,pull ups,11,21,11.0,18.255983,3
2495,QMlSvIJtR0M,pull ups,4,14,5.037578,13.969775,8
2496,SxNHZthT2ZY,pull ups,7,17,7.0,16.976643,9
2497,TindOf7zyXM,pull ups,36,46,36.0,42.133333,2
2498,TmiLrzwQL9k,pull ups,0,10,0.5,8.766667,2
2499,T42G2fwjorc,pull ups,263,273,264.868535,272.943277,4
2500,Uh9dsi8DgeU,pull ups,62,72,62.0,70.528187,5
2501,Uj7VQlHIltM,pull ups,101,111,101.0,107.239573,5
2502,U7fP08R37EA,pull ups,13,23,18.088422,22.968302,5
2503,VUoItcXFPZ4,pull ups,214,224,214.0,221.474141,2
2504,VXvnQ6vnSTQ,pull ups,4,14,4.0,14.0,3
2505,ViYnvdBMR6g,pull ups,19,29,19.0,29.0,8
2506,WGadHIMsrdU,pull ups,2,12,2.68,12.0,3
2507,Wkp3jAkX8O4,pull ups,3,13,3.966667,13.0,6
2508,W_vw0P8EVwQ,pull ups,220,230,220.0,227.207207,2
2509,Xbg8VJgNQPE,pull ups,5,15,6.3,9.133333,2
2510,XusWRe8zQ5o,pull ups,0,10,3.203203,9.976643,5
2511,YWVwDBOHAIY,pull ups,10,20,10.0,20.0,6
2512,YaHfRx04h4o,pull ups,171,181,171.0,175.08,3
2513,YoY4176oESc,pull ups,28,38,30.833333,37.958333,2
2514,ayzMLAVi7yk,pull ups,9,19,9.0,14.572239,3
2515,bnlI4BASlXI,pull ups,17,27,17.0,26.50951,3
2516,b6hO0rMRYjs,pull ups,98,108,100.166667,105.833333,3
2517,cAzCteOHbs8,pull ups,42,52,42.900901,48.139473,2
2518,cMIycT3cpFg,pull ups,23,33,27.033333,31.166667,2
2519,dP4U9YJrn0M,pull ups,290,300,292.736069,293.370037,2
2520,dcwAzUBtqEw,pull ups,13,23,13.0,17.6,2
2521,eU7N2ythUn8,pull ups,31,41,37.833333,40.966667,2
2522,efQJ44Mk6BM,pull ups,2,12,3.568235,11.976643,5
2523,f7doRCZCwIc,pull ups,78,88,78.0,81.5,2
2524,gTqhkWubSTc,pull ups,142,152,146.571848,151.944604,2
2525,gh77V08SQ34,pull ups,46,56,46.0,54.48,2
2526,iKIKRztPIpQ,pull ups,16,26,16.0,26.0,5
2527,ip9QSaU7bxw,pull ups,20,30,20.0,27.273941,3
2528,i65riznGWiA,pull ups,56,66,61.533333,66.0,4
2529,jC4O7gWJjPk,pull ups,6,16,6.0,10.537871,3
2530,jhXmytynunU,pull ups,1,11,1.0,11.0,5
2531,kBuEWVA9vL8,pull ups,387,397,388.901902,393.639973,2
2532,kGDIhlrBW0M,pull ups,0,10,0.0,7.333333,2
2533,klHQVbogkYw,pull ups,37,47,37.0,44.766667,2
2534,lgdXb6xpFns,pull ups,4,14,4.0,11.173841,3
2535,loJ5MlMt6EU,pull ups,18,28,18.0,20.566667,2
2536,mddh-9tTmRs,pull ups,2,12,2.0,7.2,3
2537,mkSvldU_VUw,pull ups,1,11,1.0,11.0,2
2538,mq1g4JeDNUE,pull ups,2,12,2.0,5.333333,2
2539,mq1g4JeDNUE,pull ups,2,12,9.566667,11.966667,2
2540,onNF_bQxOMg,pull ups,20,30,23.603604,29.676343,2
2541,opoIUl4eXTU,pull ups,0,10,4.166667,10.0,6
2542,pPYiKNX9ixE,pull ups,5,15,10.5,15.0,2
2543,p_uEhbOO_zM,pull ups,0,10,5.7,10.0,3
2544,q9QerhiDQEE,pull ups,1,11,3.202202,10.976643,3
2545,rFRinf9b-Vw,pull ups,1,11,1.0,11.0,2
2546,rXKhJeF0HlU,pull ups,3,13,4.0,9.04,2
2547,reAv60s7fqY,pull ups,0,10,0.133467,8.341675,3
2548,rlgoBYYovXo,pull ups,0,10,0.0,9.976643,2
2549,s59PqZ9TTq0,pull ups,7,17,7.0,12.386544,2
2550,t-CZwdY1UiQ,pull ups,15,25,22.733333,25.0,2
2551,uOhXAckJNv0,pull ups,6,16,6.0,12.317478,2
2552,uwWZ8y17R9o,pull ups,2,12,2.0,10.151699,4
2553,u90afcIihIE,pull ups,8,18,9.301301,17.976643,2
2554,v0KanSlWnPE,pull ups,10,20,10.0,16.366667,3
2555,v4f5T8cPbHA,pull ups,10,20,10.0,17.207207,2
2556,wbgBlaE_wEA,pull ups,89,99,89.0,98.28,2
2557,y2OiEe3K-8c,pull ups,3,13,3.0,12.966667,7
2558,0Mfq1D151S0,pull ups,18,28,22.804805,27.943277,3
2559,0zJGjSfj7e8,pull ups,28,38,28.0,37.960892,4
2560,1KKjEWgqx5M,pull ups,4,14,4.0,8.266667,3
2561,1cZ2I-8DR-Q,pull ups,4,14,4.0,13.968302,5
2562,2BC4P5QWDSk,pull ups,8,18,8.2,14.1,4
2563,2p19BDth7Zc,pull ups,3,13,8.133333,12.133333,3
2564,4dloJkmJdRY,pull ups,9,19,9.0,18.976643,5
2565,4oz23cNENRo,pull ups,5,15,5.0,10.085993,2
2566,5fot95w8NGM,pull ups,0,10,0.0,9.766667,3
2567,6JXEO-ms9eM,pull ups,5,15,5.966667,15.0,5
2568,6wpbwI5sbUo,pull ups,0,10,1.533333,9.9,4
2569,61GrOGdE31E,pull ups,10,20,10.0,17.540874,4
2570,7QmGi3r4RPE,pull ups,4,14,4.033333,14.0,3
2571,79Nhi4_lrOM,pull ups,9,19,9.0,19.0,5
2572,8nNRVvJwl8Y,pull ups,11,21,14.76,17.12,2
2573,9VHz73p7Gfo,pull ups,26,36,26.0,36.0,6
2574,-KSqZByq0GM,pull ups,1,11,1.0,10.976643,4
2575,-YGCyGLovbw,pull ups,1,11,4.178533,10.90364,2
2628,Ao7exaIcpaY,push up,451,461,451.0,456.238572,3
2629,CnXUdZq7bBc,push up,2,12,2.933333,12.0,5
2630,C7eF-MQdX1E,push up,97,107,97.0,106.968302,4
2631,DP5RiHOjxdE,push up,4,14,4.0,7.183333,2
2632,ErGscxt3t_Q,push up,61,71,61.0,66.12151,6
2633,ErGscxt3t_Q,push up,61,71,67.201044,70.991966,4
2634,FCkfdQ3KxI8,push up,0,10,0.0,9.776443,5
2635,FIY9yDhVSRk,push up,2,12,2.0,11.976643,6
2636,GDDNo4blYwg,push up,1,11,2.60533,7.862784,2
2637,G1E_vGTK4PI,push up,11,21,11.733333,21.0,5
2638,G-_DB4PFkdw,push up,13,23,17.254609,22.969133,2
2639,HC0Zfmb0BaA,push up,18,28,18.0,24.167667,3
2640,Her-N-H0XuA,push up,0,10,0.0,5.805806,3
2641,HuPElYmJkSM,push up,0,10,4.637971,9.976643,2
2642,H3jFGyezU40,push up,4,14,5.034368,13.009009,3
2643,IGa1LkBsHr0,push up,0,10,3.148982,9.968302,3
2644,Id6sSnT2Ug4,push up,42,52,45.766667,52.0,3
2645,I5x_x9JJM-I,push up,2,12,2.5,12.0,2
2646,JxSRn4zMND8,push up,22,32,22.0,26.0,4
2647,J5UH-E8zclg,push up,0,10,0.0,10.0,9
2648,KbfkqJrgRKY,push up,13,23,13.0,23.0,5
2649,K0UwjwmKsXs,push up,1,11,2.3,8.8,2
2650,LiRRgqFRdss,push up,0,10,0.0,9.70971,5
2651,MXtr11J0iDQ,push up,0,10,3.370037,9.976643,2
2652,M065ZpAKuyY,push up,30,40,30.0,40.0,6
2653,NC0-2f9j_JA,push up,10,20,11.101101,19.976643,2
2654,NdO9CtNi5O4,push up,113,123,113.0,118.505506,6
2655,OaXW4R2pnSo,push up,20,30,20.0,25.083333,2
2656,Py0A9wWkWao,push up,198,208,198.0,202.12,5
2657,P5rp2d06wfY,push up,7,17,7.0,16.976643,8
2658,Q1tc0M0ot8Q,push up,0,10,6.466667,10.0,3
2659,RRzj1ZjFrnw,push up,50,60,51.568235,57.374041,2
2660,SB5cHBrvR_k,push up,24,34,24.0,28.20339,3
2661,SV2TfzJ7Qv4,push up,5,15,5.0,9.266667,5
2662,TpVucPxEEjY,push up,11,21,11.0,21.0,5
2663,T9odnWLsJNo,push up,37,47,37.0,38.9,2
2664,V5b4W8-VsuE,push up,1,11,6.822489,9.475141,2
2665,WHtxC3mCGIQ,push up,0,10,1.366667,10.0,4
2666,Wba1CfX_V-g,push up,5,15,5.0,11.406406,3
2667,Wyojc0Clzsk,push up,74,84,74.0,80.56,7
2668,XBbhsHyE7lQ,push up,41,51,41.0,49.967301,3
2669,YU0gWh72a3k,push up,15,25,15.0,24.968302,3
2670,Y4KxhBCgypY,push up,4,14,4.0,13.833334,3
2671,ZuCAObqE5FA,push up,71,81,71.0,75.375,5
2672,ZuCAObqE5FA,push up,71,81,76.1875,78.5,3
2673,Z9tFsZVNMnE,push up,14,24,14.0,23.968302,4
2674,abgmV0xuCrk,push up,0,10,0.0,8.333333,5
2675,a2LBOKwdPcQ,push up,12,22,12.0,18.006006,3
2676,bX15GI0K2tI,push up,17,27,17.0,22.390836,6
2677,biEC7Pji7Bg,push up,14,24,15.735068,23.50951,2
2678,cRzgxM3TXBQ,push up,199,209,203.717776,208.974726,4
2679,dDJ0XSTFR-8,push up,89,99,89.0,99.0,2
2680,dh7h-JxMpvE,push up,14,24,14.0,22.733333,3
2681,d8b9uhan7Iw,push up,0,10,0.0,9.1,5
2682,eADfklkBhuc,push up,170,180,170.0,174.193224,2
2683,eCJQXspc-wc,push up,7,17,7.0,12.36,2
2684,ekhHO6lmWVM,push up,133,143,140.7,143.0,3
2685,f2AfRV7qCnE,push up,6,16,6.0,15.976643,5
2686,gKIatQ9Op4k,push up,1,11,3.802803,10.976643,4
2687,gunrbtpgbdg,push up,2,12,2.0,11.442776,4
2688,hdgTCJym5RQ,push up,6,16,6.0,16.0,3
2689,hmmHo5cNFLI,push up,10,20,10.0,16.1,3
2690,jCxVv9RSgZ8,push up,25,35,31.433333,35.0,3
2691,jGbDC5Bvkqw,push up,10,20,10.0,15.533333,3
2692,jkNsir4WeqU,push up,21,31,21.0,24.625,2
2693,kxv73he4kDU,push up,31,41,31.0,40.943277,11
2694,k53ogCacHIQ,push up,58,68,58.0,62.304304,4
2695,l5S2XPBkw4k,push up,1,11,1.0,11.0,3
2696,mL2Nd80FrL8,push up,15,25,16.2,24.166667,2
2697,miNX6dg_arc,push up,160,170,160.0,168.491826,6
2698,m408i9NFQIY,push up,2,12,3.866667,11.133333,3
2699,m-PPEGH6NnU,push up,5,15,5.0,14.209209,5
2700,nHal5q656nM,push up,13,23,13.0,20.273941,3
2701,nbUE66uzfCc,push up,0,10,1.266667,10.0,3
2702,nkLICaRvBcc,push up,22,32,27.005005,31.309309,2
2703,nownoHeS1o0,push up,48,58,48.0,52.6,5
2704,n4M5qV8mJx8,push up,154,164,154.0,156.64,2
2705,obz3O4z-3ek,push up,20,30,20.0,28.666667,7
2706,ogWXu54IOn0,push up,0,10,2.569236,6.706707,4
2707,o-MFiXz3hYA,push up,12,22,12.0,21.989645,8
2708,pCWdCVKE2qo,push up,0,10,0.0,6.206206,4
2709,peKDv8NQfiA,push up,7,17,7.0,16.233333,3
2710,pgYR9m-3QyQ,push up,23,33,23.235952,32.977416,7
2711,r97GsJhJ8No,push up,5,15,7.6,14.68,3
2712,s-HmfE-SEH8,push up,186,196,186.0,190.5,2
2713,s-HmfE-SEH8,push up,186,196,192.366667,195.966667,2
2714,u9XyJmAGV0c,push up,13,23,13.0,23.0,6
2715,vABY-LpZupQ,push up,3,13,3.0,13.0,7
2716,zgigSgrb3qU,push up,12,22,12.0,21.633333,2
2717,0Tx0CZMDs4c,push up,64,74,71.574241,73.943277,2
2718,0hcQA5YDZKQ,push up,10,20,10.0,14.838172,3
2719,07eq1ZyNg_U,push up,18,28,18.0,27.976643,11
2720,1ByGCqjw_wk,push up,3,13,3.0,12.833333,5
2721,1TaZpm1NH9w,push up,2,12,7.533333,11.066667,3
2722,2RLoQCFdz4Y,push up,16,26,16.0,26.0,4
2723,2gpYQfN3Wo0,push up,305,315,305.0,315.0,10
2724,2wMk-qSPpLk,push up,149,159,151.72,157.6,3
2725,2-m13VKbJbU,push up,5,15,5.0,9.421457,4
2726,2-m13VKbJbU,push up,5,15,12.841829,14.969133,2
2727,3QnXCGe6xZA,push up,13,23,14.083334,21.116667,3
2728,38qMM1XuRIg,push up,1,11,1.0,10.6,4
2729,4F5Rk5BkqQg,push up,0,10,0.604167,10.0,4
2730,4rVzE8sDKf8,push up,19,29,19.0,23.971638,3
2731,4s6xVt9PPIM,push up,71,81,72.301301,76.005005,2
2732,4s6xVt9PPIM,push up,71,81,77.47314,80.943277,2
2733,45_0XZPzQzg,push up,40,50,40.0,42.247462,3
2734,5E3-5buOI6c,push up,50,60,50.0,52.235569,3
2735,5ttD_SCeNB0,push up,27,37,27.0,30.378378,5
2736,59jzy3eVo30,push up,3,13,3.533333,12.566667,6
2737,6DaSiT8LNYg,push up,3,13,3.0,13.0,2
2738,7hlpmIqsyKg,push up,8,18,8.0,17.666667,2
2739,7zAlYPCPLPo,push up,16,26,16.0,25.968302,3
2740,7-oMB0k0sSM,push up,317,327,317.0,326.976643,3
2741,8MNF_2cWwp0,push up,0,10,0.0,9.884885,2
2742,8fT_bwJtgBA,push up,38,48,38.0,48.0,13
2743,9D0XkGNKVMw,push up,14,24,14.0,19.633333,2
2744,9U6RcrJd5TM,push up,26,36,26.0,32.56,6
2745,9gUnrgesMWU,push up,6,16,6.0,13.841175,6
2746,9p2g3Cqo-8w,push up,134,144,134.0,135.49186,2
2747,-WTRl_h5XKg,push up,118,128,118.0,126.5,7
2748,-7BiugaROUM,push up,16,26,16.0,25.976643,3
2749,_bt8UWqCZB4,push up,17,27,17.0,23.52,2
2750,_uRAdM3_VtU,push up,0,10,2.583333,10.0,3
2751,_yG3rt8mN2c,push up,0,10,0.0,10.0,6
3296,AKqfjLSVcyA,situp,167,177,167.0,172.105105,2
3297,Ak7kzAqsux8,situp,301,311,301.466666,306.066667,4
3298,Ak7kzAqsux8,situp,301,311,307.233334,310.5,2
3299,Bd-S-ZsC81Y,situp,77,87,77.0,82.905906,3
3300,BnZg4ep_jCQ,situp,16,26,16.0,25.910335,2
3301,BvjDYKFngfo,situp,21,31,21.0,28.285714,6
3302,CEJ2xw0JIzA,situp,43,53,43.0,52.275943,2
3303,CFAUgks60Uk,situp,4,14,4.0,9.638972,2
3304,Caebi4zqm3M,situp,43,53,43.0,53.0,5
3305,Chbr24XvaLY,situp,0,10,0.2,10.0,3
3306,Cr0pR8QtiyU,situp,2,12,2.0,11.976643,2
3307,C1MU1YPGMCo,situp,3,13,3.0,7.704705,3
3308,DcuQTFggX7w,situp,2,12,2.0,9.107107,2
3309,D0OkEB-9Q20,situp,16,26,17.071505,25.929281,2
3310,D6qsoGKFBLc,situp,0,10,3.28,9.12,3
3311,D81bPB9uNE4,situp,5,15,5.55055,14.676343,2
3312,D--Fa71ta14,situp,83,93,83.0,93.0,4
3313,FJ6e_GUk7yU,situp,0,10,3.03637,9.976643,4
3314,GfkjdaxsFo0,situp,5,15,5.0,14.976643,5
3315,G4A4EqFCfvg,situp,2,12,2.0,12.0,4
3316,HbjMqcg3W0c,situp,0,10,4.116667,10.0,2
3317,IOxZMj62_MM,situp,46,56,46.0,55.951333,4
3318,JV3gDDL_Jsk,situp,3,13,4.368035,12.976643,4
3319,KXABd5PdqXA,situp,2,12,2.0,12.0,4
3320,LA38-1fNFsM,situp,14,24,15.768435,23.976643,3
3321,LEJJVj8Fc1M,situp,0,10,2.466667,9.033333,3
3322,N7F3yyEYfyI,situp,16,26,16.0,26.0,2
3323,OcaWxD1FVBg,situp,0,10,0.0,7.917418,3
3324,OpIYD5M5AKU,situp,8,18,8.0,17.576243,2
3325,O3lkN99vPRY,situp,27,37,29.133333,37.0,4
3326,Qf10VMC2urc,situp,53,63,53.0,63.0,7
3327,TAfiVPo1vg8,situp,18,28,18.0,28.0,5
3328,TQ7uQxFwVow,situp,5,15,5.0,12.931034,4
3329,UCYYQKaYwPg,situp,0,10,2.566667,10.0,2
3330,W8nFy14i4-4,situp,1,11,1.0,10.976643,4
3331,aJTF-3Gno6g,situp,6,16,6.0,15.994318,2
3332,bdYIqiUIwoI,situp,5,15,5.0,12.64,2
3333,b28i58Epq6Y,situp,0,10,1.601602,9.976643,5
3334,b3N5X088cRk,situp,44,54,47.04,54.0,4
3335,b59v3QqAU50,situp,17,27,20.770437,26.976643,2
3336,c2ovcn-VOyI,situp,32,42,34.702703,41.943277,5
3337,c2ovcn-VOyI,situp,32,42,32.0,34.102102,2
3338,ddMbLgrIrDs,situp,18,28,18.0,28.0,3
3339,diTMC-9r7oA,situp,76,86,76.0,82.406406,3
3340,djaGCdIqCS8,situp,0,10,0.0,9.964805,5
3341,edH0Ao4VYpE,situp,0,10,3.703704,9.976643,3
3342,fABvhbHyEMk,situp,153,163,156.3,163.0,4
3343,gE0UJ9s9m1s,situp,148,158,148.266667,158.0,4
3344,gvJCQSs9aCE,situp,6,16,6.416666,10.3,2
3345,h1XE5yd_0EI,situp,4,14,4.0,13.733333,4
3346,h9nFdMkx4-0,situp,56,66,56.0,61.205205,3
3347,h_HmJ7f7C1I,situp,12,22,12.0,22.0,15
3348,iAqkp5i3F_w,situp,15,25,15.9,22.26,2
3349,kHwmtbitWSI,situp,1,11,1.0,9.44,3
3350,kgPJIPON9S8,situp,5,15,5.965517,13.0,6
3351,koBotGDDDv8,situp,66,76,66.0,75.971943,2
3352,kw01d1Zikhs,situp,1,11,4.033333,11.0,3
3353,k-IuBh4FKac,situp,2,12,2.0,10.566667,3
3354,l2NSwZi6LBA,situp,3,13,3.0,9.17284,2
3355,mF6H2s2cdKo,situp,10,20,10.0,19.976643,4
3356,nhRlRc2KulU,situp,0,10,5.3,10.0,2
3357,oE1nmdIIwTE,situp,7,17,7.0,10.85,3
3358,oE1nmdIIwTE,situp,7,17,11.566667,16.4,4
3359,paEV_gky9Fo,situp,72,82,72.0,74.657352,2
3360,paEV_gky9Fo,situp,72,82,78.217201,81.643347,2
3361,p3hQfrdXDT4,situp,0,10,0.0,7.7,4
3362,q0bQropuof0,situp,5,15,7.1,12.933333,6
3363,sHoNAYAJo5c,situp,10,20,10.5,18.366667,3
3364,uPk43qvZIOs,situp,5,15,9.938272,14.976643,2
3365,vZ2xB0uD4XE,situp,41,51,42.933333,51.0,2
3366,ve7bLWbf9Qw,situp,14,24,14.0,22.88,3
3367,wDEV8CftMsQ,situp,16,26,16.0,20.8,3
3368,w8eLad3z-Mo,situp,78,88,78.0,88.0,14
3369,xlq7X5RCAw4,situp,22,32,22.0,32.0,3
3370,x8yh1RlPZ7o,situp,1,11,1.0,11.0,7
3371,ycqLXQRsi2E,situp,0,10,1.401401,9.976643,2
3372,zcjxRLtrAks,situp,0,10,0.0,9.976643,6
3373,z1Kw1hfUq6U,situp,31,41,31.0,40.766667,3
3374,0D9Xp8Ke_p0,situp,46,56,46.0,52.285265,3
3375,1pBelFN3flQ,situp,1,11,1.0,4.843583,3
3376,1pBelFN3flQ,situp,1,11,7.149733,10.993316,3
3377,2GuWUPzV8c4,situp,10,20,10.0,16.151986,4
3378,217592rSS_c,situp,4,14,7.4,14.0,4
3379,3qjHjdVHxyk,situp,202,212,202.0,211.976643,4
3380,30ZxADvDeUE,situp,37,47,37.0,41.583333,2
3381,47OOxr_BG9g,situp,15,25,15.0,22.607608,3
3382,5LwOO7bzVpc,situp,53,63,53.0,62.033333,2
3383,5WwkrhXPXxk,situp,1,11,1.0,10.976643,4
3384,7KAK8rqqhfI,situp,0,10,0.667334,9.976643,4
3385,8CS5yWowWrQ,situp,255,265,255.0,265.0,6
3386,9DC0lhuIros,situp,9,19,9.0,14.0,3
3387,9yTx4Wbvtm8,situp,104,114,105.2,113.683334,2
3388,-BjJqcqcVrI,situp,23,33,23.0,29.57324,3
3389,-P-yHNnMUyo,situp,2,12,2.0,12.0,6
3390,_oA4wp2F6Kg,situp,1,11,2.034368,10.209209,5
3901,AZ4r-NkugiA,squat,52,62,52.0,62.0,3
3902,AfPkXoJM2sY,squat,4,14,4.0,13.976643,3
3903,BscLFfMsNmA,squat,9,19,9.9,15.616667,2
3904,B1_fRMdW_jw,squat,115,125,120.5,125.0,2
3905,Cm5O-P8I9DI,squat,7,17,8.333333,15.566667,2
3906,DSdox52D3XY,squat,4,14,6.969636,13.976643,3
3907,DZkyr5jQgdk,squat,1,11,5.623177,10.960227,3
3908,EZ8YGM-OMrE,squat,18,28,18.121212,27.939394,3
3909,E3IUD2N5iLk,squat,62,72,62.0,69.966667,2
3910,Gmp1OKmLOnE,squat,6,16,6.82,14.58,3
3911,HaMW-jK8hi0,squat,10,20,10.733333,20.0,3
3912,JfaMPeA-Yn4,squat,4,14,4.0,12.475142,3
3913,Jw9MUoFY2u4,squat,38,48,39.267935,47.976643,2
3914,MM4oeXm6GLU,squat,18,28,18.0,23.705706,2
3915,NCEAhU2ZLbM,squat,13,23,13.0,23.0,4
3916,Nr3FcuYJJBI,squat,28,38,31.069737,37.926593,2
3917,PPPZRNKPqVs,squat,5,15,5.0,10.839173,2
3918,PwC1sKdjPSM,squat,3,13,3.0,12.009009,3
3919,P-U9pILPUO0,squat,3,13,3.0,11.441775,3
3920,QQPv17nfR_E,squat,3,13,3.0,9.266667,6
3921,QUy2Aum6oTM,squat,4,14,5.133333,14.0,3
3922,RZeyOYnIjfM,squat,24,34,29.216666,34.0,2
3923,TYuYICQ8HwY,squat,35,45,35.0,38.112919,2
3924,VO3ts38ZCTk,squat,23,33,23.0,33.0,5
3925,WHmb_QoDuIk,squat,14,24,14.0,23.7,3
3926,WLaGsEOvaLo,squat,236,246,236.4,246.0,3
3927,WNW4qKlqL2g,squat,2,12,7.7,12.0,3
3928,Wu3MSbqdrbU,squat,95,105,95.0,98.48,2
3929,W5Az6-Ggphk,squat,4,14,4.0,10.08,3
3930,XCTh0BazyBY,squat,1,11,5.054054,10.85986,2
3931,XaeNr9Ryffk,squat,0,10,3.73707,9.976643,2
3932,alMQkEhX0I8,squat,4,14,4.0,7.003003,2
3933,ar_vpR44oME,squat,19,29,19.0,27.5,2
3934,dM1DcPC1I8c,squat,427,437,433.366667,437.0,2
3935,dptApZvEt5Y,squat,3,13,3.0,12.976643,6
3936,d9RolJ8kHQg,squat,160,170,161.134468,169.943277,2
3937,eaBUsoB3ARY,squat,4,14,8.2,14.0,2
3938,f6CxlZSWZPU,squat,28,38,28.0,36.891266,2
3939,gAxVL3K0vsg,squat,20,30,20.0,27.820856,3
3940,gV3dgCS0hWU,squat,9,19,9.0,18.976643,3
3941,hra6RatmD5w,squat,21,31,21.0,30.541667,3
3942,i-HQaIjVsBs,squat,5,15,5.0,10.438772,3
3943,jMNkragWK6U,squat,122,132,124.702703,131.976643,2
3944,j-D3ztzIHSc,squat,0,10,0.500501,6.17284,2
3945,kJtNQRUtNL4,squat,3,13,4.275862,13.0,3
3946,kvnEYNCcyC8,squat,45,55,45.566667,54.233333,2
3947,k79oN88Q8EI,squat,10,20,10.0,19.969454,3
3948,lM1ttV4PIP0,squat,67,77,67.733333,74.566667,2
3949,mAbnkqDC-68,squat,4,14,4.0,13.976643,2
3950,mESS6DKbbj8,squat,6,16,8.84,16.0,3
3951,mU2sRSLJ1Oc,squat,22,32,22.0,32.0,2
3952,my0E9N5VH3w,squat,393,403,393.0,399.381381,2
3953,pZCMekum5lQ,squat,11,21,11.0,20.976643,3
3954,rRUaSaoVlBc,squat,7,17,7.0,17.0,8
3955,sw7V8nTj3Ro,squat,20,30,20.271952,28.974403,3
3956,t3JeDQB3Vi4,squat,5,15,5.0,14.2,3
3957,wPD2IXjipjo,squat,10,20,10.0,19.976643,3
3958,xPkqDfBEjwA,squat,3,13,5.8,13.0,2
3959,yv2kUJpGuNU,squat,54,64,54.0,58.439661,2
3960,0NGOQJ3cBf4,squat,279,289,280.334668,288.843177,3
3961,0cAyBAWc8lI,squat,2,12,2.0,5.533333,2
3962,1o6fXy-0uUE,squat,116,126,116.0,125.976643,3
3963,1vnGNr5Xy2g,squat,5,15,5.0,12.807808,2
3964,10Y2EcXnuzQ,squat,85,95,85.0,93.308308,3
3965,2GJMrfFCUtM,squat,43,53,43.166667,51.1,2
3966,3y8o_McqeVQ,squat,11,21,11.0,14.9,2
3967,603q1dwfi7w,squat,2,12,4.92,12.0,3
3968,7YxLkbSMcsk,squat,24,34,24.0,33.943708,8
3969,-FcDTJzptes,squat,0,10,5.314704,9.994318,2
